ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Sometimes,Always,Often,Always,Female,1956.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,1. less than 1000 eur,20,75.0,1
Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Female,1968.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,5. 4000 to 5000 eur,55,37.5,0
Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Never,Never,Sometimes,Female,1980.0,Self-Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,1. less than 1000 eur,60,8.33,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1977.0,Employed,Small Animal Medicine,Baden-Wurttemberg,20000 pop. aprox.,2. 1000 to 2000 eur,40,41.67,0
Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Seldom,Seldom,Seldom,Often,Sometimes,Often,Female,1978.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,27,45.83,0
Agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Often,Sometimes,Sometimes,Often,Female,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,55,50.0,0
Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Seldom,Never,Never,Seldom,Never,Seldom,Female,1963.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,1. less than 1000 eur,80,12.5,0
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Always,Sometimes,Often,Female,1972.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,50,58.33,0
Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Never,Seldom,Seldom,Seldom,Sometimes,Female,1983.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,53,25.0,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Male,1960.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,82,33.33,0
Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1962.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,1. less than 1000 eur,30,25.0,0
Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1972.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,50,45.83,0
Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Male,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,5. 4000 to 5000 eur,40,33.33,0
Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Seldom,Seldom,Often,Always,Sometimes,Often,Female,1959.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,40,58.33,0
Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Male,1965.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,75,41.67,0
Disagree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Sometimes,Often,Always,Sometimes,Often,Female,1950.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,30,62.5,0
Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Sometimes,Often,Sometimes,Often,Often,Always,Female,1983.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,35,70.83,1
Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Sometimes,Often,Often,Always,Always,Always,Male,1961.0,Employed,Small Animal Medicine,Hamburg,5000 pop. aprox.,5. 4000 to 5000 eur,50,83.33,1
Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Female,1966.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,4. 3000 to 4000 eur,40,54.17,0
Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Often,Often,Often,Often,Often,Often,Male,1961.0,Self-Employed,Small Animal Medicine,Hamburg,5000 pop. aprox.,2. 1000 to 2000 eur,36,75.0,1
Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Often,Seldom,Often,Sometimes,Always,Male,1959.0,Self-Employed,Horses,Hamburg,100000 pop. aprox.,5. 4000 to 5000 eur,50,58.33,0
Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Always,Often,Male,1953.0,Retired,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,35,79.17,1
Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Seldom,Sometimes,Seldom,Often,Often,Often,Female,1960.0,Self-Employed,Horses,Baden-Wurttemberg,100000 pop. aprox.,1. less than 1000 eur,60,54.17,0
Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Often,Often,Sometimes,Always,Female,1983.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,60,66.67,1
Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Seldom,Sometimes,Always,Always,Often,Male,1987.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,2. 1000 to 2000 eur,50,66.67,1
Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Often,Always,Often,Always,Often,Always,Male,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,5. 4000 to 5000 eur,60,87.5,1
Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Female,1990.0,Other,Small Animal Medicine,Hamburg,100000 pop. aprox.,1. less than 1000 eur,40,45.83,0
Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Often,Seldom,Sometimes,Seldom,Sometimes,Female,1977.0,Currently looking for a job,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,1. less than 1000 eur,0,41.67,0
Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Often,Often,Often,Always,Often,Often,Female,1967.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,40,79.17,1
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Sometimes,Often,Often,Often,Male,1958.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,50,66.67,1
Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1988.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,2. 1000 to 2000 eur,60,45.83,0
Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1976.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,1. less than 1000 eur,25,54.17,0
Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,25,33.33,0
Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1962.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,30,25.0,0
Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1955.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,40,58.33,0
Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Male,1954.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,5. 4000 to 5000 eur,60,33.33,0
Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Often,Always,Often,Always,Female,1983.0,Unemployed by Choice,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,40,75.0,1
Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1963.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,4. 3000 to 4000 eur,40,50.0,0
Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Female,1971.0,Self-Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,58.33,0
Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Often,Often,Often,Often,Female,1987.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,55,62.5,0
Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Often,Often,Sometimes,Often,Often,Often,Female,1961.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,4. 3000 to 4000 eur,50,70.83,1
Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Always,Always,Often,Male,1947.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,60,62.5,0
Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Often,Often,Always,Always,Always,Female,1985.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,45,83.33,1
Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1952.0,Retired,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,60,33.33,0
Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Always,Often,Always,Always,Always,Always,Male,1947.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,1. less than 1000 eur,40,95.83,1
Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Often,Sometimes,Female,1976.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,17,54.17,0
Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Sometimes,Sometimes,Seldom,Often,Sometimes,Sometimes,Female,1977.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,6. more than 5000 eur,40,50.0,0
Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Always,Female,1980.0,Employed,Horses,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,40,37.5,0
Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Often,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,2. 1000 to 2000 eur,50,41.67,0
Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Sometimes,Always,Always,Always,Sometimes,Always,Male,1956.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,5. 4000 to 5000 eur,55,83.33,1
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Often,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1973.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,2. 1000 to 2000 eur,50,41.67,0
Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Often,Sometimes,Often,Often,Often,Male,1989.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,4. 3000 to 4000 eur,48,66.67,1
Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Sometimes,Often,Often,Often,Female,1983.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,3. 2000 to 3000 eur,40,58.33,0
Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Often,Female,1969.0,Self-Employed,Small Animal Medicine,Hamburg,100000 pop. aprox.,2. 1000 to 2000 eur,50,58.33,0
Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Often,Sometimes,Always,Often,Often,Female,1980.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,40,70.83,1
Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,1. less than 1000 eur,40,29.17,0
Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1974.0,Currently looking for a job,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,4. 3000 to 4000 eur,43,33.33,0
Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Often,Always,Always,Always,Male,1965.0,Self-Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,6. more than 5000 eur,60,79.17,1
Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Often,Sometimes,Often,Sometimes,Often,Female,1979.0,Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,40,58.33,0
Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Often,Often,Male,1963.0,Self-Employed,Horses,Baden-Wurttemberg,5000 pop. aprox.,4. 3000 to 4000 eur,70,58.33,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Always,Often,Often,Male,1980.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,4. 3000 to 4000 eur,70,66.67,1
Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Sometimes,Always,Often,Always,Female,1974.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,45,75.0,1
Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Always,Often,Often,Female,1991.0,Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,2. 1000 to 2000 eur,35,66.67,1
Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Male,1963.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,1. less than 1000 eur,60,33.33,0
Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Often,Always,Male,1983.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,40,62.5,0
Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1977.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,20,50.0,0
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Often,Always,Female,1983.0,Employed,Small Animal Medicine,Schleswig-Holstein,50000 pop. aprox.,4. 3000 to 4000 eur,46,75.0,1
Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1974.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,85,29.17,0
Disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Always,Always,Male,1972.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,3. 2000 to 3000 eur,80,79.17,1
Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Female,1962.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,1. less than 1000 eur,30,58.33,0
Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Sometimes,Sometimes,Often,Often,Often,Always,Female,1970.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,3. 2000 to 3000 eur,38,70.83,1
Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1985.0,Employed,Small Animal Medicine,Schleswig-Holstein,50000 pop. aprox.,2. 1000 to 2000 eur,38,29.17,0
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Often,Often,Always,Female,1981.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,5. 4000 to 5000 eur,80,54.17,0
Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Male,1976.0,Self-Employed,Farm Animals,Baden-Wurttemberg,20000 pop. aprox.,6. more than 5000 eur,70,54.17,0
Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Male,1973.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,4. 3000 to 4000 eur,60,25.0,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1978.0,Currently looking for a job,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,3. 2000 to 3000 eur,0,29.17,0
Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Sometimes,Seldom,Seldom,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,2. 1000 to 2000 eur,50,33.33,0
Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Female,1962.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,40,58.33,0
Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1986.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,60,45.83,0
Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Male,1968.0,Self-Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,6. more than 5000 eur,85,33.33,0
